customer_id,trans_date,tran_amount,response
CS5031,2012-06-04,56,0
CS1225,2014-05-20,66,0
CS2835,2013-10-06,51,0
CS4475,2013-01-19,55,1
CS2291,2013-03-13,54,0
CS2884,2012-01-07,45,0
CS2731,2014-12-23,101,0
CS4250,2015-01-04,93,0
CS1370,2011-10-26,65,1
CS3559,2012-02-16,39,0
CS3242,2012-06-08,95,0
CS1833,2013-12-22,86,0
CS1156,2013-02-28,55,0
CS2774,2012-01-07,72,0
CS3309,2015-01-13,78,0
CS3956,2014-12-30,76,0
CS3789,2011-07-21,65,0
CS3121,2013-05-18,100,0
CS3988,2012-12-08,99,0
CS1184,2012-03-17,63,0
CS5777,2011-11-27,80,0
CS5795,2013-03-22,68,0
CS5664,2012-06-09,81,0
CS3839,2012-02-26,77,0
CS5464,2015-01-04,87,0
CS4379,2013-07-16,41,0
CS6075,2014-02-03,62,0
CS4004,2012-08-09,93,0
CS4990,2013-11-16,44,0
CS1602,2014-07-31,93,0
CS5863,2014-07-26,70,0
CS2200,2012-10-10,58,0
CS5542,2011-11-20,96,0
CS5826,2012-09-25,103,0
CS1112,2012-06-24,52,0
CS3204,2014-04-19,100,0
CS3692,2013-06-12,96,0
CS5217,2013-10-05,46,0
CS2539,2012-08-03,98,0
CS6066,2014-05-26,36,0
CS4749,2013-06-21,50,0
CS3586,2014-06-03,35,0
CS5386,2013-03-13,91,1
CS3578,2012-11-18,39,0
CS1161,2011-12-08,101,0
CS2865,2011-07-16,75,0
CS5590,2013-03-05,99,0
CS1673,2014-03-05,41,0
CS4497,2012-03-12,103,0
CS2620,2013-03-25,97,0
CS4283,2014-11-20,57,0
CS5743,2012-07-11,40,0
CS4933,2012-12-16,53,0
CS1612,2013-11-16,84,0
CS3366,2011-05-17,105,0
CS1417,2012-08-10,85,0
CS5226,2011-08-04,101,0
CS3047,2013-04-12,64,0
CS5566,2015-02-05,100,0
CS1159,2014-04-25,96,0
CS2362,2012-01-26,47,1
CS5934,2012-11-08,38,1
CS2667,2011-09-01,46,0
CS1527,2011-12-01,46,0
CS4314,2014-12-31,76,0
CS5400,2015-02-08,41,0
CS5583,2013-07-16,95,0
CS4573,2013-06-26,87,0
CS4536,2012-02-18,80,0
CS1617,2011-10-03,79,0
CS6054,2013-02-28,85,0
CS5846,2014-07-31,80,0
CS5829,2013-10-23,101,0
CS2716,2015-01-06,92,0
CS5049,2012-02-04,96,0
CS4748,2013-01-21,81,1
CS1508,2014-08-20,96,0
CS2069,2012-02-25,49,0
CS3218,2011-05-20,104,0
CS5658,2014-06-10,97,1
CS2541,2013-02-23,99,1
CS2056,2013-01-18,50,0
CS3401,2014-01-18,42,1
CS3096,2013-02-15,90,0
CS2397,2012-11-19,88,0
CS1724,2014-11-16,92,0
CS5479,2012-05-01,66,0
CS5658,2011-06-07,81,1
CS5471,2012-04-13,49,0
CS4354,2015-02-28,75,1
CS5467,2012-07-18,42,0
CS4296,2013-05-15,41,0
CS3746,2013-08-27,105,0
CS5512,2014-01-02,90,0
CS3662,2011-06-08,50,0
CS5581,2012-08-11,47,0
CS4838,2015-03-08,37,0
CS1566,2014-06-17,97,1
CS1424,2012-10-20,102,0
CS1824,2015-03-08,45,0
CS2331,2011-06-04,53,1
CS5494,2011-08-10,80,0
CS2883,2011-12-12,97,0
CS2235,2011-06-05,98,0
CS6043,2011-10-13,56,0
CS2978,2014-11-17,85,0
CS4633,2011-05-22,91,0
CS2291,2013-11-15,50,0
CS1511,2012-06-04,96,0
CS4458,2013-05-26,57,1
CS4838,2014-07-09,72,0
CS5499,2012-12-15,80,0
CS4749,2014-03-16,85,0
CS4980,2014-08-09,44,0
CS1827,2014-02-12,59,0
CS2676,2012-05-22,87,0
CS3895,2012-01-10,43,0
CS5300,2011-05-29,76,0
CS3760,2012-03-14,66,0
CS3328,2012-03-30,98,0
CS2816,2012-11-06,101,0
CS5318,2015-01-05,74,0
CS4865,2011-10-31,74,0
CS5859,2014-06-30,48,0
CS4224,2014-09-30,78,0
CS3828,2012-05-31,63,0
CS6037,2012-08-29,46,0
CS6050,2011-12-08,43,0
CS5387,2011-06-29,101,0
CS3207,2013-04-18,52,1
CS4545,2011-07-15,77,0
CS3435,2012-08-31,97,0
CS6021,2014-06-22,96,0
CS2694,2014-09-14,88,0
CS2085,2012-08-07,36,1
CS3594,2011-12-24,98,1
CS5813,2013-04-22,105,0
CS2875,2011-10-31,46,0
CS2662,2014-09-17,46,0
CS3072,2013-12-22,58,0
CS3076,2012-02-25,99,0
CS2703,2013-05-10,67,1
CS5097,2014-01-31,52,0
CS1822,2014-07-08,60,0
CS3124,2011-07-06,46,0
CS3118,2014-09-14,62,0
CS1664,2011-12-16,98,0
CS4115,2014-12-16,48,1
CS2737,2012-07-25,56,0
CS1830,2014-12-08,66,0
CS1723,2013-09-12,57,0
CS3377,2014-10-25,87,0
CS5736,2013-05-10,76,0
CS1548,2012-07-24,81,0
CS2885,2014-12-12,77,0
CS2137,2014-12-12,71,0
CS1830,2014-11-25,102,0
CS3458,2013-07-07,42,0
CS2382,2014-06-13,65,0
CS3862,2013-12-20,83,0
CS4565,2014-09-17,82,0
CS1748,2012-09-03,42,0
CS4864,2014-03-28,93,0
CS1318,2013-03-30,97,0
CS3112,2013-02-02,105,1
CS1843,2013-03-08,76,0
CS2907,2013-07-22,46,0
CS4131,2012-12-24,58,0
CS5012,2012-06-09,80,0
CS2523,2012-05-15,49,0
CS5401,2014-11-30,69,0
CS2429,2014-01-18,51,0
CS4232,2011-09-07,101,1
CS5501,2014-02-21,99,0
CS5919,2014-07-30,36,0
CS4413,2012-05-17,103,0
CS2536,2015-02-20,74,0
CS5080,2012-10-25,83,0
CS2987,2013-04-28,38,0
CS5749,2013-08-11,58,0
CS3570,2015-03-15,58,0
CS4372,2012-06-17,83,0
CS3632,2011-06-19,57,0
CS1343,2012-06-03,84,0
CS2459,2013-06-01,95,1
CS2955,2011-12-15,71,0
CS1511,2013-06-11,35,0
CS5231,2011-12-19,72,0
CS4712,2012-10-18,101,0
CS3418,2015-02-07,65,0
CS1750,2012-09-18,75,0
CS5042,2014-04-21,57,0
CS3843,2014-06-07,54,0
CS4083,2013-08-20,76,0
CS3806,2011-12-21,77,0
CS4517,2013-03-19,44,0
CS3858,2011-08-08,47,0
CS2295,2012-10-19,41,0
CS4012,2014-12-14,92,0
CS5595,2015-02-22,67,0
CS2909,2012-02-02,85,0
CS5184,2013-10-19,60,0
CS4408,2012-02-29,47,0
CS2137,2012-08-07,57,0
CS5456,2014-08-13,53,0
CS1936,2014-10-02,46,0
CS4589,2012-09-24,61,0
CS5480,2014-07-28,102,1
CS2126,2013-07-27,79,0
CS3535,2011-06-01,52,0
CS5560,2014-09-28,68,0
CS1405,2012-05-03,102,0
CS1790,2013-01-12,100,0
CS4280,2014-05-13,93,0
CS5930,2013-06-21,91,0
CS3249,2012-08-05,76,1
CS1127,2013-10-17,39,0
CS1474,2011-12-20,65,0
CS1936,2014-11-25,62,0
CS3400,2011-11-10,86,0
CS3614,2011-06-02,72,0
CS4866,2014-07-03,61,0
CS2735,2013-09-26,87,0
CS4669,2013-04-04,89,0
CS5487,2013-05-14,35,0
CS2358,2012-08-14,84,0
CS5998,2012-10-03,58,1
CS1407,2012-09-12,54,1
CS4855,2012-01-27,35,0
CS5523,2013-12-06,100,0
CS2216,2014-04-20,105,1
CS2975,2012-12-05,99,0
CS3204,2013-09-25,48,0
CS4467,2013-11-29,103,0
CS3595,2014-04-02,42,1
CS5986,2012-07-02,36,0
CS1268,2014-08-11,97,0
CS2328,2013-01-15,77,0
CS2571,2012-08-04,100,0
CS5018,2012-07-24,80,0
CS5191,2013-09-22,59,0
CS1900,2014-01-31,66,1
CS5560,2012-04-28,36,0
CS2860,2011-06-24,35,0
CS4793,2012-01-07,78,0
CS3791,2014-08-19,60,0
CS2141,2012-10-04,72,0
CS2288,2015-01-22,59,1
CS4938,2014-04-06,80,0
CS1306,2013-01-10,40,0
CS4585,2011-11-06,81,0
CS3597,2013-02-12,97,1
CS2282,2012-05-17,48,0
CS4463,2013-12-18,50,0
CS3470,2011-11-28,101,0
CS5564,2011-08-29,99,0
CS2213,2011-12-08,43,0
CS1902,2014-01-11,82,0
CS4140,2012-12-11,77,0
CS2661,2014-08-14,41,1
CS4061,2013-11-15,55,1
CS2237,2014-06-27,105,0
CS1247,2013-08-04,83,1
CS4759,2014-05-10,102,0
CS2738,2014-11-23,99,0
CS3214,2013-09-07,84,0
CS6071,2012-02-02,93,0
CS3793,2011-07-27,46,0
CS1778,2013-01-30,85,0
CS5689,2014-01-09,80,0
CS3877,2012-09-05,66,0
CS2868,2014-03-20,105,0
CS5816,2015-02-14,47,1
CS4727,2013-09-23,83,1
CS1179,2014-01-26,94,0
CS5127,2011-12-06,102,0
CS3746,2011-08-06,91,0
CS5186,2013-01-18,75,0
CS5628,2014-10-31,53,0
CS5044,2014-02-18,75,1
CS3166,2011-06-13,39,0
CS1671,2012-01-19,97,1
CS5594,2011-07-03,49,1
CS1766,2011-10-12,43,0
CS1719,2012-11-24,41,0
CS1210,2014-03-06,89,0
CS4061,2012-08-30,67,1
CS4921,2012-11-26,50,0
CS4145,2012-05-08,55,0
CS5082,2011-12-13,50,0
CS4363,2011-12-02,38,0
CS5387,2013-06-27,40,0
CS3786,2011-08-18,77,0
CS3436,2012-07-01,63,0
CS4094,2012-02-10,44,0
CS5199,2012-11-20,72,0
CS4646,2013-06-13,73,0
CS4846,2011-05-26,79,0
CS1191,2012-01-18,55,1
CS5654,2012-03-23,45,1
CS3920,2012-03-13,65,0
CS5821,2014-07-12,72,0
CS5257,2011-12-10,101,0
CS5162,2014-09-22,96,0
CS3419,2015-02-04,55,0
CS1302,2014-09-21,87,0
CS5708,2011-07-14,71,0
CS3300,2013-02-25,48,0
CS4740,2015-01-28,80,0
CS1508,2012-06-11,56,0
CS1258,2012-02-18,63,0
CS4175,2011-11-10,75,0
CS6056,2015-03-02,97,0
CS1884,2012-03-18,80,0
CS5620,2013-06-04,53,1
CS4173,2013-10-09,55,0
CS5057,2011-07-10,88,0
CS2003,2014-08-16,98,0
CS6077,2014-12-25,98,0
CS4313,2012-02-21,63,0
CS3179,2014-06-22,83,0
CS2930,2012-09-24,96,0
CS2083,2012-05-29,61,0
CS4395,2012-05-15,83,0
CS1605,2011-12-19,89,0
CS3388,2013-01-19,90,0
CS3798,2011-05-22,86,0
CS1838,2015-03-02,66,0
CS3001,2011-11-27,67,0
CS4195,2014-09-21,80,0
CS2917,2012-05-23,49,0
CS6049,2012-06-11,87,0
CS5157,2014-05-22,97,0
CS4770,2014-10-10,39,0
CS2209,2014-03-21,103,0
CS3052,2013-11-11,102,1
CS4227,2014-03-31,101,0
CS2533,2013-02-08,44,0
CS3932,2011-10-03,66,0
CS5472,2014-12-04,68,0
CS3407,2013-09-20,55,0
CS3269,2013-07-30,97,0
CS3219,2013-09-09,72,0
CS4334,2015-02-02,53,0
CS3535,2011-07-18,75,0
CS5017,2015-02-24,59,0
CS1844,2013-10-06,59,0
CS2114,2012-03-30,69,0
CS2215,2014-02-11,68,0
CS5005,2014-01-18,40,0
CS5068,2013-12-02,69,0
CS4592,2011-05-19,63,0
CS4783,2014-05-06,84,0
CS4372,2013-04-12,84,0
CS3495,2013-05-29,49,1
CS3803,2012-09-06,95,0
CS5041,2013-01-29,36,0
CS3255,2012-06-28,63,1
CS2057,2012-09-12,66,0
CS1452,2012-04-30,40,0
CS2822,2014-05-02,78,0
CS3957,2012-07-13,63,0
CS5901,2014-12-07,66,0
CS3879,2013-09-02,75,0
CS2711,2011-05-20,86,0
CS3869,2013-08-27,39,0
CS2937,2015-03-02,74,0
CS1725,2011-10-18,51,0
CS2403,2013-07-27,75,1
CS2697,2011-10-25,47,0
CS3805,2013-05-28,73,0
CS1229,2014-07-02,101,0
CS2642,2012-06-08,92,0
CS2029,2013-05-14,43,0
CS3614,2013-01-27,81,0
CS4359,2012-07-19,97,0
CS1462,2013-05-11,41,1
CS4441,2011-10-16,65,0
CS5616,2014-09-22,84,0
CS1498,2013-02-27,66,0
CS4101,2013-02-15,87,0
CS2480,2012-02-14,96,0
CS4972,2012-03-22,56,0
CS3622,2013-05-18,48,0
CS5249,2012-05-29,77,0
CS2130,2012-02-16,102,1
CS5107,2012-09-30,98,0
CS3334,2015-02-01,61,0
CS3778,2014-03-29,46,0
CS1686,2013-07-16,84,0
CS5964,2012-11-11,103,0
CS1575,2011-09-17,47,0
CS4343,2013-01-06,42,0
CS5767,2011-09-13,54,0
CS5025,2014-01-12,77,0
CS1169,2013-06-09,80,0
CS3583,2014-02-27,82,0
CS3194,2012-05-17,57,0
CS1405,2013-01-18,54,0
CS1278,2012-06-14,93,0
CS4605,2011-11-29,98,0
CS4411,2014-06-13,75,1
CS3882,2011-08-06,66,0
CS5444,2014-05-11,105,0
CS2800,2011-11-16,39,0
CS4752,2013-07-13,71,0
CS3820,2014-06-18,72,1
CS4418,2012-05-17,48,0
CS3440,2014-06-23,64,0
CS1320,2014-07-22,95,0
CS2298,2013-04-05,69,1
CS4251,2012-12-06,86,0
CS3738,2011-09-12,80,0
CS1469,2014-12-25,99,0
CS5507,2011-06-07,60,0
CS3505,2014-02-23,46,1
CS4650,2012-10-12,67,0
CS4318,2012-11-19,91,0
CS3796,2011-07-27,45,0
CS5113,2015-03-02,99,1
CS5356,2014-09-03,46,1
CS5287,2011-07-02,96,0
CS6037,2011-10-05,104,0
CS5049,2013-05-23,78,0
CS3145,2013-05-27,43,0
CS4418,2014-02-02,89,0
CS4502,2012-09-16,86,0
CS1262,2012-03-06,44,0
CS1938,2013-11-11,97,0
CS3808,2012-10-26,104,0
CS2913,2011-06-20,43,1
CS6062,2014-02-24,65,0
CS2661,2013-06-16,35,1
CS1456,2013-02-24,63,0
CS4095,2013-04-24,55,0
CS5065,2014-10-30,80,0
CS3880,2013-11-27,40,1
CS4914,2014-08-02,102,1
CS3682,2012-10-07,61,0
CS4191,2012-09-09,37,0
CS3506,2013-06-13,62,0
CS4968,2012-06-03,37,0
CS3510,2011-12-10,49,0
CS4933,2012-02-28,55,0
CS3270,2011-11-15,92,0
CS4240,2014-12-05,85,1
CS3817,2013-06-26,97,0
CS1866,2011-06-27,93,0
CS2486,2012-02-22,71,0
CS3543,2012-04-02,51,0
CS6095,2011-12-09,36,0
CS2064,2011-07-04,93,1
CS3468,2014-07-09,67,1
CS2388,2015-02-13,41,0
CS5871,2014-07-20,78,0
CS5067,2014-01-25,83,0
CS4551,2012-09-25,42,0
CS4632,2012-06-20,96,0
CS3287,2011-12-28,77,0
CS5904,2012-03-31,90,0
CS2071,2012-06-10,57,0
CS3304,2014-03-28,56,0
CS1182,2014-03-20,101,1
CS5588,2012-06-24,47,0
CS2537,2015-02-14,59,0
CS4422,2012-07-19,96,0
CS5078,2013-05-27,86,0
CS2228,2012-05-26,84,0
CS5541,2014-07-05,92,0
CS5553,2012-07-06,37,0
CS4844,2011-10-06,87,0
CS1563,2013-12-25,82,0
CS1866,2014-06-07,96,0
CS4573,2013-10-15,61,0
CS3272,2014-04-02,56,0
CS4104,2012-07-19,96,0
CS2770,2013-09-02,68,0
CS3774,2013-05-20,50,0
CS1141,2014-06-04,49,1
CS4850,2013-09-19,47,0
CS1537,2014-05-23,82,0
CS2426,2015-02-15,99,0
CS5874,2013-06-10,35,0
CS3206,2012-08-22,35,0
CS5873,2011-12-25,39,1
CS5897,2013-02-11,83,0
CS2140,2014-02-17,102,0
CS3620,2011-08-14,87,0
CS3342,2012-09-07,95,0
CS3998,2012-05-26,86,0
CS3775,2012-07-11,101,0
CS4673,2013-12-06,64,0
CS2713,2012-05-15,54,0
CS3148,2013-02-04,66,0
CS1120,2013-12-10,98,0
CS4169,2012-07-24,52,0
CS3695,2012-03-01,101,0
CS4090,2012-09-13,46,0
CS2215,2014-05-12,95,0
CS3545,2013-11-21,63,0
CS1598,2012-01-28,41,0
CS2305,2011-12-06,78,0
CS5748,2014-05-28,83,0
CS1969,2014-10-30,72,0
CS2808,2011-09-25,52,1
CS3158,2012-03-07,39,0
CS2928,2013-05-18,65,0
CS1380,2012-02-09,38,0
CS3168,2012-03-09,65,0
CS4862,2013-12-26,87,0
CS5862,2013-09-06,72,0
CS4760,2013-07-19,105,0
CS1998,2014-02-03,72,0
CS4349,2013-09-30,93,0
CS1736,2014-11-06,99,1
CS4972,2014-06-27,84,0
CS3112,2012-08-01,42,1
CS3787,2013-01-15,54,0
CS4198,2013-01-26,40,0
CS4439,2011-12-05,59,0
CS3374,2012-12-12,86,0
CS3481,2015-02-06,86,0
CS2870,2014-07-06,72,0
CS3599,2014-01-19,56,0
CS3800,2014-09-05,55,0
CS2692,2015-02-15,72,0
CS5245,2011-06-09,66,0
CS3674,2011-10-14,101,0
CS1216,2012-05-06,68,0
CS3527,2013-05-04,80,0
CS4584,2013-07-12,42,0
CS4236,2013-10-07,58,0
CS5779,2012-06-23,80,0
CS5054,2013-06-22,102,0
CS1553,2011-12-04,77,1
CS1452,2014-08-30,59,0
CS5455,2013-05-20,39,0
CS1435,2013-02-02,94,0
CS4707,2014-02-18,49,0
CS4285,2012-11-29,42,0
CS4212,2014-11-17,104,0
CS3416,2011-10-11,77,0
CS2519,2012-03-04,45,0
CS4823,2012-05-22,78,0
CS5184,2011-12-16,99,0
CS2565,2014-10-27,45,0
CS5198,2015-03-09,105,0
CS2338,2015-03-16,82,0
CS1272,2012-09-16,40,0
CS2166,2012-05-21,104,0
CS4638,2011-11-05,65,0
CS1502,2014-04-07,97,0
CS4792,2012-04-09,77,0
CS3591,2014-10-27,75,0
CS2270,2014-04-11,70,0
CS3767,2011-11-16,42,0
CS3374,2011-05-21,43,0
CS2819,2013-12-30,59,0
CS4429,2014-10-25,87,0
CS3373,2014-06-03,102,0
CS5802,2014-08-23,38,0
CS4813,2015-01-03,58,0
CS3965,2013-12-26,88,0
CS4586,2015-03-16,57,0
CS3866,2015-01-09,72,0
CS3957,2013-12-26,40,0
CS3989,2013-05-15,70,0
CS5637,2012-05-02,58,0
CS2084,2012-05-08,98,0
CS5202,2012-02-06,56,0
CS3065,2011-10-08,77,0
CS1301,2011-12-16,41,0
CS3214,2014-03-10,80,0
CS3863,2014-06-16,72,0
CS5028,2015-02-03,73,0
CS2029,2014-08-27,81,0
CS1444,2013-03-19,47,0
CS6075,2013-11-09,78,0
CS3829,2011-08-17,103,0
CS3222,2014-02-24,68,0
CS3852,2011-05-23,45,0
CS2262,2012-02-06,103,0
CS1289,2012-07-02,50,0
CS5945,2013-06-12,80,0
CS1797,2013-11-22,55,0
CS1222,2012-11-08,52,0
CS2129,2012-06-08,73,0
CS4690,2012-02-16,74,0
CS2091,2013-11-04,39,0
CS4352,2011-10-27,48,1
CS5107,2013-07-27,38,0
CS3982,2011-06-04,101,0
CS3028,2012-06-02,50,0
CS2389,2012-09-30,96,1
CS6053,2012-05-23,103,0
CS4708,2014-09-23,35,0
CS4402,2014-04-23,60,0
CS2527,2011-09-27,86,0
CS2022,2014-03-17,38,0
CS1695,2012-03-13,55,0
CS5653,2012-01-03,98,0
CS5111,2012-12-08,102,1
CS1444,2013-01-11,89,0
CS5765,2011-06-26,82,0
CS4926,2013-04-20,48,0
CS5274,2011-11-12,45,0
CS4463,2015-01-11,95,0
CS4222,2014-03-26,92,0
CS4486,2014-08-31,43,0
CS2008,2015-02-05,72,1
CS5997,2012-08-16,71,0
CS1500,2013-09-10,89,0
CS3274,2015-01-17,95,0
CS5952,2014-01-16,54,0
CS4533,2013-05-08,39,1
CS4513,2013-05-23,68,0
CS2693,2014-10-20,65,0
CS3128,2014-07-15,63,0
CS4093,2012-03-29,65,0
CS2816,2012-06-21,50,0
CS4675,2011-11-28,102,0
CS3852,2014-10-12,69,0
CS1261,2012-10-13,58,0
CS1717,2013-06-17,61,0
CS4421,2012-12-01,69,0
CS3466,2013-09-30,49,0
CS4526,2011-07-26,39,0
CS5200,2011-05-30,73,0
CS4950,2015-02-17,99,0
CS2057,2012-05-24,100,0
CS5664,2013-05-12,35,0
CS5888,2014-01-09,38,1
CS1976,2014-03-29,100,0
CS5281,2012-09-11,44,0
CS5311,2011-08-15,97,0
CS5388,2013-11-24,94,0
CS1359,2014-03-30,76,0
CS5963,2014-12-23,40,0
CS4382,2012-09-05,44,0
CS5208,2012-09-27,63,0
CS4443,2012-08-31,96,0
CS5220,2014-05-31,77,0
CS5196,2014-11-03,81,0
CS5527,2011-09-01,97,0
CS2704,2014-10-18,84,0
CS2644,2012-09-19,103,0
CS1541,2014-10-26,39,1
CS3099,2014-06-10,88,0
CS1442,2013-06-29,67,0
CS1994,2012-03-26,51,0
CS4301,2013-01-01,53,0
CS5191,2014-07-11,80,0
CS4741,2013-03-16,47,0
CS2287,2012-09-18,36,0
CS2907,2011-07-24,40,0
CS3193,2013-12-01,58,0
CS5707,2012-05-25,61,0
CS6001,2012-07-28,103,0
CS4982,2014-05-14,86,0
CS5677,2013-11-21,82,0
CS1426,2012-10-31,62,0
CS3349,2011-09-16,56,0
CS1407,2013-06-25,75,1
CS5022,2014-05-28,47,0
CS3877,2011-10-11,45,0
CS5806,2013-04-11,40,0
CS3865,2014-08-07,52,0
CS2096,2011-06-25,69,0
CS6087,2013-10-08,59,0
CS1622,2011-09-29,98,1
CS3129,2013-05-16,73,0
CS5690,2013-11-09,92,0
CS3622,2013-06-13,104,0
CS5111,2013-10-05,45,1
CS3597,2011-06-23,83,1
CS1357,2012-10-16,50,0
CS4795,2014-08-03,60,0
CS1593,2012-11-20,101,0
CS3773,2011-06-03,80,0
CS4118,2014-12-24,102,0
CS1846,2013-06-10,37,0
CS1689,2015-01-01,84,1
CS1722,2012-04-10,75,0
CS5160,2015-03-07,105,1
CS4226,2012-10-08,105,0
CS2624,2014-03-14,94,1
CS1509,2013-02-27,56,0
CS4062,2014-03-19,86,0
CS1151,2012-10-16,69,0
CS3553,2012-10-02,39,0
CS1275,2013-06-08,49,0
CS4560,2012-09-08,67,0
CS2962,2012-06-28,52,0
CS1968,2012-01-09,59,0
CS5964,2013-07-05,103,0
CS3700,2014-11-26,77,0
CS3012,2015-02-03,60,0
CS2658,2013-01-12,57,0
CS3845,2013-08-14,77,0
CS3642,2012-03-16,92,1
CS1187,2011-09-29,76,0
CS5039,2013-04-19,40,0
CS3402,2014-06-27,99,0
CS1330,2015-01-05,63,0
CS1440,2011-12-05,83,0
CS3293,2011-12-24,99,0
CS1528,2015-01-22,81,0
CS1428,2014-07-07,103,1
CS5832,2011-09-03,55,0
CS5566,2011-08-29,68,0
CS1169,2011-10-04,53,0
CS3791,2014-05-20,65,0
CS2346,2012-05-08,80,0
CS1756,2011-11-03,82,0
CS1523,2012-07-31,93,0
CS4193,2011-08-12,56,0
CS5595,2014-09-22,54,0
CS3488,2014-03-08,104,0
CS4345,2012-01-01,52,1
CS1418,2012-01-16,83,0
CS2070,2014-04-28,52,0
CS5617,2012-12-15,90,0
CS1782,2013-04-28,84,0
CS3039,2012-07-15,74,0
CS2279,2015-02-06,55,0
CS3753,2011-11-19,46,0
CS5801,2013-03-19,88,0
CS2637,2014-03-15,87,0
CS1455,2012-12-26,61,0
CS2241,2012-01-19,101,0
CS6030,2015-01-09,81,0
CS6073,2011-12-18,63,0
CS3965,2012-09-02,89,0
CS5190,2014-08-31,74,0
CS3234,2014-10-05,60,1
CS2624,2014-11-21,49,1
CS5544,2011-11-07,99,0
CS3679,2014-04-16,35,1
CS3550,2012-03-26,104,0
CS4134,2011-11-03,55,0
CS5754,2012-09-19,93,0
CS4088,2011-09-09,53,0
CS1156,2011-09-20,103,0
CS2475,2014-10-10,73,0
CS4499,2012-04-02,101,0
CS2807,2014-10-08,36,0
CS1526,2014-09-23,100,0
CS4354,2011-10-09,86,1
CS5982,2011-10-07,54,0
CS4752,2014-09-05,88,0
CS4177,2015-01-25,102,0
CS2319,2012-02-05,50,0
CS5932,2013-08-05,97,0
CS2599,2013-01-29,37,0
CS3417,2014-12-22,47,0
CS3086,2014-12-23,89,1
CS2782,2014-06-30,52,1
CS2639,2013-11-29,83,0
CS1966,2015-02-23,62,0
CS5351,2012-10-23,36,0
CS1760,2011-06-06,81,1
CS5813,2014-08-22,68,0
CS1652,2014-12-02,64,0
CS4917,2014-05-26,41,0
CS3206,2013-11-16,35,0
CS1825,2013-09-22,75,0
CS5042,2014-11-28,72,0
CS1997,2014-03-23,66,0
CS1844,2013-12-11,81,0
CS5947,2012-06-06,93,0
CS2883,2012-02-17,60,0
CS2547,2011-08-14,67,0
CS2082,2012-06-26,60,0
CS5901,2013-09-19,62,0
CS5178,2012-10-05,101,0
CS1172,2011-10-30,62,1
CS5917,2011-08-06,49,1
CS4252,2015-01-20,53,0
CS4885,2011-07-13,92,1
CS1322,2012-04-11,98,0
CS3519,2012-11-21,80,0
CS2729,2014-09-17,68,0
CS3620,2014-05-30,72,0
CS4247,2014-09-27,92,0
CS1324,2013-05-29,52,1
CS3972,2015-01-22,96,0
CS6102,2013-04-27,43,0
CS1693,2012-07-12,102,0
CS5393,2012-08-06,75,0
CS4583,2012-02-26,93,0
CS3950,2013-05-10,48,1
CS1541,2013-12-24,78,1
CS4355,2014-08-03,63,0
CS3836,2013-06-11,65,0
CS3484,2014-10-14,80,0
CS2464,2012-12-02,49,0
CS5321,2015-01-20,103,0
CS4197,2012-04-25,90,0
CS3331,2014-04-10,65,0
CS1521,2012-03-26,86,0
CS2508,2014-08-12,46,0
CS4043,2012-04-07,75,0
CS3984,2012-01-02,70,0
CS3570,2012-08-20,57,0
CS3834,2011-09-01,67,0
CS1490,2014-11-26,82,0
CS3705,2014-11-23,75,0
CS5367,2014-06-07,54,1
CS5463,2013-07-28,95,0
CS4993,2014-03-29,71,0
CS1518,2014-04-22,100,0
CS3907,2011-07-22,88,0
CS5164,2012-05-24,35,0
CS4248,2013-06-06,51,1
CS3159,2012-05-30,70,0
CS1828,2014-09-01,82,0
CS3483,2014-11-01,90,0
CS1533,2014-03-24,94,0
CS1221,2012-12-15,99,0
CS2176,2014-12-28,43,0
CS4074,2011-05-29,98,0
CS2126,2012-12-14,75,0
CS2126,2012-01-19,97,0
CS3485,2014-02-28,50,1
CS2978,2013-10-09,89,0
CS4965,2014-08-03,60,0
CS2079,2013-07-29,70,0
CS5016,2015-02-11,55,0
CS3106,2014-07-28,87,0
CS4154,2013-07-23,52,0
CS1663,2013-04-24,37,1
CS2098,2013-07-14,96,0
CS2804,2014-03-13,36,0
CS4474,2012-05-13,43,0
CS4372,2013-08-13,56,0
CS3767,2013-02-18,93,0
CS5067,2014-09-06,52,0
CS4475,2011-06-06,93,1
CS1180,2014-12-15,91,0
CS4540,2012-08-02,55,1
CS2023,2013-02-06,54,0
CS2585,2013-01-07,56,0
CS5230,2013-12-29,69,0
CS1128,2011-05-24,104,0
CS1292,2011-12-28,97,0
CS4765,2012-06-06,54,0
CS5487,2012-09-10,97,0
CS3678,2013-10-26,97,0
CS2047,2014-05-31,42,0
CS3982,2014-07-24,56,0
CS4772,2013-02-16,65,0
CS3017,2013-08-23,48,1
CS3508,2012-04-28,94,0
CS2040,2015-03-15,43,0
CS2230,2014-05-05,87,0
CS3020,2014-06-18,104,0
CS4531,2014-03-24,79,0
CS5317,2014-09-24,39,0
CS3441,2013-08-28,95,0
CS1150,2011-10-05,85,0
CS5203,2014-05-15,51,0
CS1178,2013-12-15,92,0
CS4000,2014-04-29,48,0
CS3116,2012-12-27,69,1
CS4356,2014-10-16,68,1
CS5386,2011-10-12,60,1
CS3450,2011-09-19,90,0
CS5667,2013-01-27,73,0
CS1676,2012-02-13,38,1
CS4768,2013-07-25,86,1
CS3529,2013-01-26,38,0
CS1390,2012-09-10,52,0
CS5537,2011-09-30,99,0
